,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,ApplicantIncome_log,CoapplicantIncome_log,TotalIncome,TotalIncome_log
180,LP001633,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,0,5.19295685089021,8.764053269347762,8.888894669371593,13650.0,9.521494800613105
181,LP001634,1,0,0,0,0,1916,5063.0,67.0,360.0,1.0,0,0,4.204692619390966,7.557994958530806,8.529911963824013,6979.0,8.850660919017152
182,LP001636,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1,1,4.290459441148391,8.433811582477187,0.0,4600.0,8.433811582477187
183,LP001637,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1,0,5.560681631015528,10.429576102968031,0.0,33846.0,10.429576102968031
184,LP001639,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,1,4.68213122712422,8.195609567288775,0.0,3625.0,8.195609567288775
185,LP001640,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,1,4.787491742782046,10.575079070130357,8.46611040118692,43897.0,10.689601259598334
186,LP001641,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,0,4.189654742026425,7.686162303492906,0.0,2178.0,7.686162303492906
187,LP001643,1,1,0,0,0,2383,2138.0,58.0,360.0,1.0,0,1,4.060443010546419,7.776115477098742,7.668093709082406,4521.0,8.416488487294606
188,LP001644,1,1,0,0,1,674,5296.0,168.0,360.0,1.0,0,1,5.123963979403259,6.513230110912307,8.574895901544526,5970.0,8.694502206386648
189,LP001647,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0,1,5.236441962829949,9.140775908590273,0.0,9328.0,9.140775908590273
190,LP001653,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0,1,3.871201010907891,8.493924564476883,0.0,4885.0,8.493924564476883
191,LP001656,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1,0,5.099866427824199,9.392661928770137,0.0,12000.0,9.392661928770137
192,LP001657,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2,0,5.075173815233827,8.704999678440762,0.0,6033.0,8.704999678440762
193,LP001658,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,1,4.330733340286331,8.257904193465674,0.0,3858.0,8.257904193465674
194,LP001664,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,1,4.787491742782046,8.340694647925071,0.0,4191.0,8.340694647925071
195,LP001665,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,0,5.135798437050262,8.047189562170502,7.857093864902493,5708.0,8.649623978596727
196,LP001666,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,1,5.231108616854587,9.027978814382207,8.229777750081887,12083.0,9.399554785027307
197,LP001669,0,0,0,1,0,1907,2365.0,120.0,360.0,1.0,2,1,4.787491742782046,7.553286605600419,7.768956044538332,4272.0,8.35983738064003
198,LP001671,0,1,0,0,0,3416,2816.0,113.0,360.0,1.0,1,1,4.727387818712341,8.13622555490846,7.943427767876373,6232.0,8.737452587550584
199,LP001673,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,0,4.418840607796598,9.305650551780507,0.0,11000.0,9.305650551780507
200,LP001674,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,1,4.499809670330265,7.8632667240095735,7.824445930877619,5100.0,8.536995818712418
201,LP001677,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,1,5.111987788356544,8.5016733797582,0.0,4923.0,8.5016733797582
202,LP001682,1,1,3,1,0,3992,0.0,128.0,180.0,1.0,2,0,4.852030263919617,8.292047637431354,0.0,3992.0,8.292047637431354
203,LP001688,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,1,4.90527477843843,8.160518247477505,6.988413181999592,4583.0,8.430109084509125
204,LP001691,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,1,4.820281565605037,8.27308133366583,0.0,3917.0,8.27308133366583
205,LP001692,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,1,4.787491742782046,8.391176350832751,0.0,4408.0,8.391176350832751
206,LP001693,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,1,4.382026634673881,8.084562415235304,0.0,3244.0,8.084562415235304
207,LP001698,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,1,4.007333185232471,8.287780027088433,7.836764783264067,6506.0,8.780480107033297
208,LP001699,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,1,4.07753744390572,7.8156105320351905,0.0,2479.0,7.8156105320351905
209,LP001702,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,0,4.844187086458591,8.136810863675537,0.0,3418.0,8.136810863675537
210,LP001708,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,0,5.365976015021851,9.210340371976184,0.0,10000.0,9.210340371976184
211,LP001711,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,0,4.852030263919617,8.140315540159985,7.1316985104669115,4680.0,8.451053388911692
212,LP001713,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,1,5.480638923341991,8.960210955576986,0.0,7787.0,8.960210955576986
213,LP001715,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,1,4.867534450455582,8.648747631156539,0.0,5703.0,8.648747631156539
214,LP001716,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,1,4.919980925828125,8.062432791583195,8.013674142832684,6194.0,8.731336360533149
215,LP001720,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,1,4.605170185988092,8.25582842728183,6.891625897052253,4833.0,8.483222671845084
216,LP001722,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,0,4.90527477843843,5.0106352940962555,7.496097345175956,1950.0,7.575584651557793
217,LP001726,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,1,4.875197323201151,8.223358899479258,7.4821189235521155,5502.0,8.61286694148452
218,LP001732,1,1,2,0,0,5000,0.0,72.0,360.0,0.0,1,0,4.276666119016055,8.517193191416238,0.0,5000.0,8.517193191416238
219,LP001734,0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,1,1,4.844187086458591,8.36240897761537,7.776535028185241,6666.0,8.804775258867686
220,LP001736,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2,0,4.0943445622221,7.7057128238944275,0.0,2221.0,7.7057128238944275
221,LP001743,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1,1,4.7535901911063645,8.296297112642508,7.4489161025442,5726.0,8.65277248565806
222,LP001744,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1,1,4.969813299576001,7.9966538754626075,7.934513463882263,5762.0,8.659039915644474
223,LP001749,1,1,0,0,0,7578,1010.0,175.0,360.0,1.0,1,1,5.1647859739235145,8.933004591578547,6.918695219020472,8588.0,9.058121158998672
224,LP001750,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,1,4.852030263919617,8.740336742730447,0.0,6250.0,8.740336742730447
225,LP001751,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0,0,5.135798437050262,8.086410275323782,0.0,3250.0,8.086410275323782
226,LP001754,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2,0,4.927253685157205,8.462737005620179,0.0,4735.0,8.462737005620179
227,LP001758,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,1,5.3471075307174685,8.740336742730447,7.4360278163518485,7945.0,8.980298078970817
228,LP001760,1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1,1,5.062595033026967,8.467582690862903,0.0,4758.0,8.467582690862903
229,LP001761,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0,1,5.298317366548036,8.764053269347762,0.0,6400.0,8.764053269347762
230,LP001765,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,1,4.6443908991413725,7.820439515262181,7.628031126930335,4545.0,8.421783006611578
231,LP001768,1,1,0,0,0,3716,0.0,42.0,180.0,1.0,0,1,3.7376696182833684,8.22040309993373,0.0,3716.0,8.22040309993373
232,LP001770,1,0,0,1,0,3189,2598.0,120.0,360.0,1.0,0,1,4.787491742782046,8.067462667010057,7.8628820346414905,5787.0,8.663369301573839
233,LP001776,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1,1,5.634789603169249,9.027978814382207,0.0,8333.0,9.027978814382207
234,LP001778,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1,1,4.941642422609304,8.056743774975313,7.484368643286131,4934.0,8.503905297089302
235,LP001784,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0,1,5.135798437050262,8.612503371220562,7.13966033596492,6760.0,8.81877816903701
236,LP001786,1,1,0,0,0,5746,0.0,255.0,360.0,1.0,2,0,5.541263545158426,8.656259239539235,0.0,5746.0,8.656259239539235
237,LP001788,0,0,0,0,1,3463,0.0,122.0,360.0,1.0,2,1,4.804021044733257,8.149890544402423,0.0,3463.0,8.149890544402423
238,LP001790,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,1,4.718498871295094,8.245909264774093,0.0,3812.0,8.245909264774093
239,LP001792,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1,1,4.564348191467836,8.106212902619962,0.0,3315.0,8.106212902619962
240,LP001798,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0,1,4.787491742782046,8.66888370465667,8.517393171418904,10819.0,9.289059126687574
241,LP001800,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2,0,4.941642422609304,7.828038032125829,7.592870287844818,4493.0,8.41027590907016
242,LP001806,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2,1,5.043425116919247,7.994632311431825,8.648572269472618,8666.0,9.067162602299854
243,LP001807,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0,1,4.68213122712422,8.740336742730447,7.170888478512505,7550.0,8.92930284224307
244,LP001811,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,1,4.812184355372417,8.133293861222633,8.393442383980062,7823.0,8.96482339168508
245,LP001813,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,0,4.787491742782046,8.707813551024888,8.374246182096304,10383.0,9.247925132303454
246,LP001814,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2,1,4.718498871295094,9.1801903950253,0.0,9703.0,9.1801903950253
247,LP001819,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2,1,4.919980925828125,8.796036315200814,0.0,6608.0,8.796036315200814
248,LP001824,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,1,4.812184355372417,7.966239776559467,7.519692404116539,4725.0,8.460622839927844
249,LP001825,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2,1,4.499809670330265,7.500529485395295,7.533158807455563,3677.0,8.209852481301272
250,LP001835,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,0,5.303304908059076,7.419380582918692,8.266421472984554,5558.0,8.62299361030245
251,LP001836,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2,0,4.927253685157205,8.139440521874608,0.0,3427.0,8.139440521874608
252,LP001841,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0,1,4.6443908991413725,7.8567067930958405,7.681560362559537,4750.0,8.465899897028686
253,LP001843,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1,1,5.631211781821365,7.886457270977689,8.868131713503033,9762.0,9.186252576447092
254,LP001844,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2,0,5.2574953720277815,9.695848187757884,0.0,16250.0,9.695848187757884
255,LP001846,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0,1,5.541263545158426,8.03365842788615,0.0,3083.0,8.03365842788615
256,LP001849,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0,0,4.74493212836325,8.706986763048892,0.0,6045.0,8.706986763048892
257,LP001854,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2,0,4.543294782270004,8.565983355585669,0.0,5250.0,8.565983355585669
258,LP001859,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0,0,5.717027701406222,9.594445640962938,7.650168700845001,16783.0,9.72812174830818
259,LP001864,1,1,3,1,0,4931,0.0,128.0,360.0,1.0,1,0,4.852030263919617,8.503297086224126,0.0,4931.0,8.503297086224126
260,LP001865,1,1,1,0,0,6083,4250.0,330.0,360.0,1.0,2,1,5.799092654460526,8.713253274320705,8.35490952835879,10333.0,9.243097936214355
261,LP001868,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1,1,4.897839799950911,7.630461261783627,7.700747794511798,4269.0,8.359134886757962
262,LP001870,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1,0,5.043425116919247,8.15507488781144,0.0,3481.0,8.15507488781144
263,LP001871,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0,1,4.787491742782046,8.881836305004146,0.0,7200.0,8.881836305004146
264,LP001872,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1,1,4.852030263919617,8.549853973655786,0.0,5166.0,8.549853973655786
265,LP001875,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0,1,5.017279836814924,8.31752199628717,8.145549631783584,7542.0,8.928242677818302
266,LP001877,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1,1,5.0106352940962555,8.457018468380168,7.23561914106675,6095.0,8.715224041915372
267,LP001882,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2,1,5.075173815233827,8.374015421739909,7.502186486602924,6144.0,8.723231274827508
268,LP001883,0,0,0,0,0,3418,0.0,135.0,360.0,1.0,0,0,4.90527477843843,8.136810863675537,0.0,3418.0,8.136810863675537
269,LP001884,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2,1,4.499809670330265,7.964155718840937,7.353081920515432,4436.0,8.397508348470257
270,LP001888,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2,1,3.4011973816621555,8.082402253926244,0.0,3237.0,8.082402253926244
271,LP001891,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2,1,4.912654885736052,9.318835968129482,0.0,11146.0,9.318835968129482
272,LP001892,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0,1,4.836281906951478,7.949091499830517,7.527255919373784,4690.0,8.453187861440325
273,LP001894,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1,1,5.0106352940962555,7.8709295967551425,7.707062655370473,4843.0,8.48528964240323
274,LP001896,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1,1,4.499809670330265,8.268731832117737,0.0,3900.0,8.268731832117737
275,LP001900,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1,1,4.74493212836325,7.919356190660617,7.519149957669823,4592.0,8.432070937999402
276,LP001903,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1,1,5.332718793265369,8.292298107063221,8.094073148069352,7267.0,8.891098830616636
277,LP001904,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2,1,4.382026634673881,8.04012466444838,7.170888478512505,4403.0,8.390041405755754
278,LP001907,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1,1,6.077642243349034,9.587611745713565,0.0,14583.0,9.587611745713565
279,LP001908,0,1,0,1,0,4100,0.0,124.0,360.0,1.0,0,1,4.820281565605037,8.318742252692399,0.0,4100.0,8.318742252692399
280,LP001910,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2,0,5.062595033026967,8.307212626628308,7.794411205726601,6479.0,8.776321456449958
281,LP001914,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,1,4.718498871295094,8.27563105457801,6.68586094706836,4727.0,8.461046030793236
282,LP001915,1,1,2,0,0,2301,985.7999877999998,78.0,180.0,1.0,2,1,4.356708826689592,7.741099090035366,6.894467372292008,3286.7999878,8.097669722345216
283,LP001917,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2,1,3.9889840465642745,7.501634457883413,7.418780882750794,3477.0,8.153925132007862
284,LP001922,1,1,0,0,0,20667,0.0,128.0,360.0,1.0,0,0,4.852030263919617,9.936293504261306,0.0,20667.0,9.936293504261306
285,LP001924,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0,1,4.48863636973214,8.057694194815587,8.024207485778577,6211.0,8.734077192559303
286,LP001925,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1,0,4.59511985013459,7.8632667240095735,7.4489161025442,4317.0,8.370315995555478
287,LP001926,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0,1,4.787491742782046,8.21716859576607,7.601402334583733,5704.0,8.648922962094131
288,LP001931,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1,1,4.74493212836325,8.32457884513685,0.0,4124.0,8.32457884513685
289,LP001935,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0,1,5.231108616854587,9.159888828480085,0.0,9508.0,9.159888828480085
290,LP001936,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0,1,4.9344739331306915,8.031060180240619,7.790282380703483,5491.0,8.610865667278873
291,LP001938,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1,0,4.844187086458591,8.389359819906353,0.0,4400.0,8.389359819906353
292,LP001940,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2,1,4.897839799950911,8.056109659545061,7.353081920515432,4713.0,8.45807992692373
293,LP001945,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2,0,4.962844630259907,8.597297435657898,0.0,5417.0,8.597297435657898
294,LP001947,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1,1,5.147494476813453,7.776115477098742,8.112227958349724,5717.0,8.651199471263972
295,LP001949,1,1,3,0,0,4416,1250.0,110.0,360.0,1.0,2,1,4.700480365792417,8.392989587956931,7.1316985104669115,5666.0,8.642238680390461
296,LP001953,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1,1,5.298317366548036,8.835646922534773,0.0,6875.0,8.835646922534773
297,LP001954,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2,1,4.90527477843843,8.448057452581375,0.0,4666.0,8.448057452581375
298,LP001955,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0,0,5.017279836814924,8.517193191416238,7.8407064517494,7541.0,8.928110078202646
299,LP001963,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2,0,4.727387818712341,7.607878073278507,7.98139158158007,4939.0,8.504918160540624
300,LP001964,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2,0,4.532599493153256,7.495541943884256,7.984462732262196,4734.0,8.46252579007393
301,LP001972,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1,1,4.653960350157523,7.963807953231451,7.467942332285852,4625.0,8.439231649946526
302,LP001974,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0,1,4.882801922586371,8.517193191416238,0.0,5000.0,8.517193191416238
303,LP001977,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2,1,4.564348191467836,7.393263094763838,7.4977617006225685,3428.0,8.13973227971767
304,LP001978,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,0,1,4.941642422609304,8.294049640102028,7.824445930877619,6500.0,8.779557455883728
305,LP001990,1,0,0,1,0,2000,0.0,128.0,360.0,1.0,2,0,4.852030263919617,7.600902459542082,0.0,2000.0,7.600902459542082
306,LP001993,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0,1,4.90527477843843,8.232706009860976,7.418780882750794,5428.0,8.59932602095476
307,LP001994,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2,0,4.6443908991413725,7.783224016336037,7.530479995245536,4263.0,8.35772841676521
308,LP001996,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0,0,6.173786103901937,9.915070213779195,0.0,20233.0,9.915070213779195
309,LP001998,1,1,2,1,0,7667,0.0,185.0,360.0,1.0,0,1,5.220355825078324,8.944680683558895,0.0,7667.0,8.944680683558895
310,LP002002,0,0,0,0,0,2917,0.0,84.0,360.0,1.0,1,1,4.430816798843313,7.978310969867722,0.0,2917.0,7.978310969867722
311,LP002004,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1,1,4.709530201312334,7.9817332866918855,7.785720896534624,5332.0,8.5814816812986
312,LP002006,0,0,0,0,0,2507,0.0,56.0,360.0,1.0,0,1,4.02535169073515,7.826842098158293,0.0,2507.0,7.826842098158293
313,LP002008,1,1,2,0,1,5746,0.0,144.0,84.0,1.0,0,1,4.969813299576001,8.656259239539235,0.0,5746.0,8.656259239539235
314,LP002024,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0,0,5.0689042022202315,7.813187267521416,7.519692404116539,4316.0,8.370084326378025
315,LP002031,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2,1,4.709530201312334,8.131236549696116,7.403061091090091,5039.0,8.524962928680598
316,LP002035,1,1,2,0,0,3717,0.0,120.0,360.0,1.0,1,1,4.787491742782046,8.220672170297252,0.0,3717.0,8.220672170297252
317,LP002036,1,1,0,0,0,2058,2134.0,88.0,360.0,1.0,2,1,4.477336814478207,7.629489916393995,7.666221925662725,4192.0,8.340933226000878
318,LP002043,0,0,1,0,0,3541,0.0,112.0,360.0,1.0,1,1,4.718498871295094,8.172164452111904,0.0,3541.0,8.172164452111904
319,LP002050,1,1,1,0,1,10000,0.0,155.0,360.0,1.0,0,0,5.043425116919247,9.210340371976184,0.0,10000.0,9.210340371976184
320,LP002051,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1,1,4.74493212836325,7.783224016336037,7.681560362559537,4567.0,8.426611813185
321,LP002053,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1,1,4.820281565605037,8.376090350438238,5.247024072160486,4531.0,8.418697944667139
322,LP002054,1,1,2,1,0,3601,1590.0,128.0,360.0,1.0,0,1,4.852030263919617,8.188966863648876,7.372118028337787,5191.0,8.55468163582723
323,LP002055,0,0,0,0,0,3166,2985.0,132.0,360.0,1.0,0,1,4.882801922586371,8.060224240440958,8.001689978099135,6151.0,8.724369949208368
324,LP002065,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0,1,5.703782474656201,9.615805480084347,0.0,15000.0,9.615805480084347
325,LP002067,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0,0,5.929589143389895,9.067162602299854,8.51398806046729,13649.0,9.521421537856195
326,LP002068,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0,1,4.867534450455582,8.50045386741194,0.0,4917.0,8.50045386741194
327,LP002082,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1,1,5.214935757608986,8.668711839055147,7.6783263565068856,7978.0,8.984443032465352
328,LP002086,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,0,4.700480365792417,8.374015421739909,7.804659297056102,6784.0,8.822322177471738
329,LP002087,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2,1,4.204692619390966,7.824046010856292,0.0,2500.0,7.824046010856292
330,LP002097,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2,1,4.762173934797756,8.385716828627851,7.492203042618741,6177.0,8.728587995695898
331,LP002098,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1,1,4.584967478670572,7.984462732262196,0.0,2935.0,7.984462732262196
332,LP002100,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2,1,4.2626798770413155,7.949091499830517,0.0,2833.0,7.949091499830517
333,LP002101,1,1,0,0,0,63337,0.0,490.0,180.0,1.0,2,1,6.194405391104672,11.05622495553552,0.0,63337.0,11.05622495553552
334,LP002103,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2,1,5.204006687076795,9.193499354780156,7.51425465281641,11666.0,9.364433907313582
335,LP002106,1,1,0,0,1,5503,4490.0,70.0,360.0,1.0,1,1,4.248495242049359,8.613048677059759,8.409830673087738,9993.0,9.209640126861789
336,LP002110,1,1,1,0,0,5250,688.0,160.0,360.0,1.0,0,1,5.075173815233827,8.565983355585669,6.535241271013659,5938.0,8.689127655323706
337,LP002112,1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,0,1,5.170483995038151,7.824046010856292,8.434028950155469,7100.0,8.867850063029406
338,LP002113,0,0,3,1,0,1830,0.0,128.0,360.0,0.0,2,0,4.852030263919617,7.512071245835466,0.0,1830.0,7.512071245835466
339,LP002114,0,0,0,0,0,4160,0.0,71.0,360.0,1.0,1,1,4.2626798770413155,8.333270353255308,0.0,4160.0,8.333270353255308
340,LP002115,1,1,3,1,0,2647,1587.0,173.0,360.0,1.0,0,0,5.153291594497779,7.881182202227102,7.370230641807081,4234.0,8.350902451694811
341,LP002116,0,0,0,0,0,2378,0.0,46.0,360.0,1.0,0,0,3.828641396489095,7.774015077250727,0.0,2378.0,7.774015077250727
342,LP002119,1,1,1,1,0,4554,1229.0,158.0,360.0,1.0,2,1,5.062595033026967,8.423761246623686,7.114769448366463,5783.0,8.662677858158219
343,LP002126,1,1,3,1,0,3173,0.0,74.0,360.0,1.0,1,1,4.30406509320417,8.062432791583195,0.0,3173.0,8.062432791583195
344,LP002128,1,1,2,0,0,2583,2330.0,125.0,360.0,1.0,0,1,4.8283137373023015,7.8567067930958405,7.754052639035757,4913.0,8.499640032168648
345,LP002129,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1,1,5.075173815233827,7.823645930834952,7.807510042216193,4957.0,8.508555998020574
346,LP002130,1,1,0,1,0,3523,3230.0,152.0,360.0,0.0,0,0,5.0238805208462765,8.167068178341237,8.080546965824498,6753.0,8.817742129574842
347,LP002131,1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,2,1,4.836281906951478,8.03365842788615,7.682021510826875,5251.0,8.566173813637858
348,LP002137,1,1,0,0,0,6333,4583.0,259.0,360.0,1.0,1,1,5.556828061699537,8.753529336516431,8.430327258394575,10916.0,9.29798488182823
349,LP002138,1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,0,1,5.231108616854587,7.872836175025724,8.740496729931813,8875.0,9.090993614343617
350,LP002139,1,1,0,0,0,9083,0.0,228.0,360.0,1.0,1,1,5.429345628954441,9.114159813502214,0.0,9083.0,9.114159813502214
351,LP002140,1,0,0,0,0,8750,4167.0,308.0,360.0,1.0,0,0,5.730099782973574,9.07680897935166,8.335191583433202,12917.0,9.466299552232016
352,LP002141,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,0,1,4.553876891600541,7.888334500738654,7.642044402873258,4749.0,8.465689348549121
353,LP002142,0,1,0,0,1,5500,0.0,105.0,360.0,0.0,0,0,4.653960350157523,8.612503371220562,0.0,5500.0,8.612503371220562
354,LP002143,0,1,0,0,0,2423,505.0,130.0,360.0,1.0,1,1,4.867534450455582,7.792761720816526,6.226536669287466,2928.0,7.982074875081202
355,LP002144,0,0,0,0,0,3813,0.0,116.0,180.0,1.0,2,1,4.7535901911063645,8.246171559857563,0.0,3813.0,8.246171559857563
356,LP002149,1,1,2,0,0,8333,3167.0,165.0,360.0,1.0,0,1,5.10594547390058,9.027978814382207,8.060855752934316,11500.0,9.350102314351341
357,LP002151,1,1,1,0,0,3875,0.0,67.0,360.0,1.0,2,0,4.204692619390966,8.262300941787448,0.0,3875.0,8.262300941787448
358,LP002158,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,2,0,4.605170185988092,8.006367567650246,7.418780882750794,4666.0,8.448057452581375
359,LP002160,1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,1,1,5.298317366548036,8.550047528287184,8.060855752934316,8334.0,9.0280988119824
360,LP002161,0,0,1,0,0,4723,0.0,81.0,360.0,1.0,1,0,4.394449154672439,8.460199469896118,0.0,4723.0,8.460199469896118
361,LP002170,1,1,2,0,0,5000,3667.0,236.0,360.0,1.0,1,1,5.4638318050256105,8.517193191416238,8.207401833376355,8667.0,9.067277989134345
